validation_pair_id,evidence_source,condition_group,disease_local_global_id,disease_label,disease_mesh,drug_local_id,drug_name,drugbank_id,gene_symbols,gene_entrez_ids,pool_rows,evidence_classification,condition_match_kind,supporting_record_ids,supporting_phases,supporting_statuses,source_urls,manual_reason,automatic_trial_count,hanami_prefilter_median_top_percent
678d2edc19003e7141a0,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,121,indomethacin,DB00328,PTGS2; PPARA,5743; 5465,4149;10524,phase2_3_registry_match,exact_or_named_subtype,NCT02849990;NCT02935205,PHASE1|PHASE2;PHASE2,,,,2,4.244
3bf355fd3cb7a51db237,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,554,ketoconazole,DB01026,CYP19A1,1588,43393,phase2_3_registry_match,exact_or_named_subtype,NCT00002760;NCT00002855;NCT00003084;NCT00006371;NCT00014352;NCT00019695;NCT00024167;NCT00027859;NCT00030654;NCT00309894;NCT00447473;NCT00460031;NCT00536991;NCT00586898;NCT00859781;NCT00895310;NCT00953576;NCT01036594;NCT02494713;NCT02560051,PHASE1|PHASE2;PHASE2;PHASE3,,,,20,23.626
9cec6838d2913d6b991b,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,593,leflunomide,DB01097,AHR,196,20229,phase2_3_registry_match,exact_or_named_subtype,NCT00004071,PHASE2|PHASE3,,,,1,51.625
b0eda47e645fabe2fd0a,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,216,lenalidomide,DB00480,PTGS2,5743,10707,phase2_3_registry_match,exact_or_named_subtype,NCT00460031;NCT00939510;NCT00942578;NCT00988208;NCT01093183,PHASE1|PHASE2;PHASE2;PHASE3,,,,5,3.98
c210636eac5876d55e07,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,1057,letrozole,DB01006,CYP19A1,1588,43454,phase2_3_registry_match,exact_or_named_subtype,NCT04606446;NCT06630325;NCT07288359;NCT07570966,PHASE1|PHASE2;PHASE2,,,,4,18.011
01604954dcf078d34dca,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,421,meloxicam,DB00814,PTGS2,5743,11438,phase2_3_registry_match,exact_or_named_subtype,NCT00152919,PHASE3,,,,1,5.238
8588c31cdcf498afdd65,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,505,methylprednisolone,DB00959,NR3C1,2908,3041,phase2_3_registry_match,exact_or_named_subtype,NCT00003682;NCT02887976,PHASE3,,,,2,2.285
ffde851c7916ad910e03,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,480,metronidazole,DB00916,CYP3A4,1576,34703,phase2_3_registry_match,exact_or_named_subtype,NCT06616597,PHASE2,,,,1,13.638
3b6087fcbccbc0eff95f,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,430,mifepristone,DB00834,NR3C1,2908,2957,phase2_3_registry_match,exact_or_named_subtype,NCT00140478;NCT02012296,PHASE1|PHASE2;PHASE2,,,,2,6.923
9cdf4a3dd16e076c4c62,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,547,minocycline,DB01017,MMP9; VEGFA,4318; 7422,19784;22101,phase2_3_registry_match,exact_or_named_subtype,NCT02928692,PHASE3,,,,1,21.325
4579c6cbabc0d20bc207,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,896,mirabegron,DB08893,ADRB2,154,26910,phase2_3_registry_match,exact_or_named_subtype,NCT03600766,PHASE2,,,,1,4.157
bde35db545f28225819b,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,403,naproxen,DB00788,PTGS2,5743,11317,phase2_3_registry_match,exact_or_named_subtype,NCT03493945,PHASE1|PHASE2,,,,1,4.01
d3af6082fcc8d6ecad81,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,680,paclitaxel,DB01229,BCL2,596,3474,phase2_3_registry_match,exact_or_named_subtype,NCT00003084;NCT00003394;NCT00003614;NCT00003622;NCT00003717;NCT00004054;NCT00005028;NCT00005847;NCT00016913;NCT00028769;NCT00030654;NCT00049257;NCT00084565;NCT00151060;NCT00193193;NCT01558492;NCT04644068;NCT05652686,PHASE1|PHASE2;PHASE2;PHASE3,,,,18,17.813
3b77dc97e522f8344982,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,1081,paricalcitol,DB00910,VDR,7421,20808,phase2_3_registry_match,exact_or_named_subtype,NCT00634582,PHASE2,,,,1,25.557
349e01fc6fc0fab7cde9,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,617,pioglitazone,DB01132,PPARA,5465,4201,phase2_3_registry_match,exact_or_named_subtype,NCT00427999,PHASE2,,,,1,22.022
ae7e262357ee7ac6217f,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,448,prednisolone,DB00860,NR3C1,2908,2999,phase2_3_registry_match,exact_or_named_subtype,NCT00268476;NCT00498797;NCT00554918;NCT01485861;NCT01685983;NCT01756638;NCT01795703;NCT02288247;NCT03834519;NCT04736108;NCT07005154;NCT07553988,PHASE1|PHASE2;PHASE2;PHASE2|PHASE3;PHASE3,,,,12,2.166
9728d7920ee49b4bf215,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,303,prednisone,DB00635,NR3C1,2908,2887,phase2_3_registry_match,exact_or_named_subtype,NCT00003232;NCT00003343;NCT00004001;NCT00004071;NCT00004124;NCT00024167;NCT00058084;NCT00069745;NCT00087165;NCT00089609;NCT00110214;NCT00124566;NCT00132301;NCT00134056;NCT00137436;NCT00182741;NCT00255606;NCT00258388;NCT00268593;NCT00288080;NCT00293371;NCT00313482;NCT00313781;NCT00331344;NCT00348816;NCT00385827;NCT00411528;NCT00416533;NCT00417079;NCT00436839;NCT00436956;NCT00452387;NCT00459186;NCT00466440;NCT00485303;NCT00503984;NCT00514267;NCT00527124;NCT00537381;NCT00541281;NCT00544440;NCT00598858;NCT00627354;NCT00634647;NCT00642018;NCT00676650;NCT00683475;NCT00744497;NCT00770848;NCT00811031;NCT00879619;NCT00887198;NCT00924469;NCT00942578;NCT00988208;NCT00996502;NCT01023061;NCT01051570;NCT01083615;NCT01084655;NCT01088529;NCT01120470;NCT01145508;NCT01188187;NCT01193244;NCT01193257;NCT01204710;NCT01234025;NCT01254864;NCT01308567;NCT01309672;NCT01393730;NCT01424930;NCT01468532;NCT01469338;NCT01478308;NCT01485861;NCT01503229;NCT01517802;NCT01522443;NCT01553188;NCT01576172;NCT01578655;NCT01605227;NCT01637402;NCT01650194;NCT01666314;NCT01681433;NCT01683994;NCT01685125;NCT01685268;NCT01695135;NCT01715285;NCT01717053;NCT01717898;NCT01718353;NCT01750866;NCT01786265;NCT01848067;NCT01940276;NCT01946165;NCT01949337;NCT01994590;NCT01995058;NCT02034552;NCT02159690;NCT02217566;NCT02257736;NCT02268175;NCT02344017;NCT02379390;NCT02453009;NCT02494921;NCT02522715;NCT02685267;NCT02703623;NCT02758132;NCT02789878;NCT02807805;NCT02844582;NCT02849990;NCT02867020;NCT02903160;NCT02903368;NCT02949284;NCT02960022;NCT02961257;NCT02985957;NCT03007732;NCT03009981;NCT03012321;NCT03093272;NCT03098836;NCT03141671;NCT03279250;NCT03338790;NCT03356912;NCT03360721;NCT03414034;NCT03419234;NCT03436654;NCT03480646;NCT03565835;NCT03649841;NCT03678025;NCT03706365;NCT03748641;NCT03761225;NCT03777982;NCT03821792;NCT03827473;NCT03833921;NCT03834506;NCT03834519;NCT03860987;NCT03934840;NCT04056754;NCT04100018;NCT04175431;NCT04262154;NCT04267887;NCT04356430;NCT04446117;NCT04497844;NCT04556617;NCT04633252;NCT04734730;NCT04748042;NCT04887506;NCT04907227;NCT04947254;NCT05223582;NCT05689021;NCT05848011;NCT06136624;NCT06173362;NCT06329830;NCT06353386;NCT06378866;NCT06384222;NCT06392841;NCT06470243;NCT06500247;NCT06527690;NCT06650579;NCT06925737;NCT07005154;NCT07237269;NCT07620574;NCT07650240,PHASE1|PHASE2;PHASE2;PHASE2|PHASE3;PHASE3,,,,190,1.8
dd26824c5461de6d2fdc,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,891,ruxolitinib,DB08877,JAK2,3717,3318,phase2_3_registry_match,exact_or_named_subtype,NCT00638378;NCT06616155,PHASE1|PHASE2;PHASE2,,,,2,34.239
858b0dc05495d22942ce,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,165,sorafenib,DB00398,BRAF,673,9524,phase2_3_registry_match,exact_or_named_subtype,NCT00414388;NCT00452387;NCT00694291,PHASE1|PHASE2;PHASE2,,,,3,21.796
62403a723eb0e2beabb6,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,333,tamoxifen,DB00675,ESR1; SHBG,2099; 6462,1557;36717,phase2_3_registry_match,exact_or_named_subtype,NCT00233610;NCT00637871;NCT06630325;NCT07535905,PHASE2;PHASE3,,,,4,4.831
1e92f0df565d62817721,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,297,testosterone,DB00624,ESR1,2099,1480,phase2_3_registry_match,exact_or_named_subtype,NCT00577980,PHASE2,,,,1,4.863
fc24a2eb72d9a4ba89d8,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,975,testosterone cypionate,DB13943,ESR1,2099,2055,phase2_3_registry_match,exact_or_named_subtype,NCT01750398;NCT02090114;NCT02286921;NCT03516812;NCT03554317;NCT04363164;NCT04424654;NCT04558866;NCT06039371;NCT06059118;NCT06100705;NCT06922318;NCT07142551,PHASE2,,,,13,5.459
8a5f83fdef285cc5742c,automatic_phase2_3,prostate_oncology,2,Prostatic Neoplasms,D011471,601,trilostane,DB01108,ESR1,2099,1736,phase2_3_registry_match,exact_or_named_subtype,NCT00181597,PHASE2,,,,1,6.884
6a1cf448936895d73dc9,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,15,Glycine,DB00145,2903,2903,44145,phase2_3_registry_match,exact_or_named_subtype,NCT01720316,PHASE2,,,,1,31.599
fe160cd1519b16ebf95c,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,701,Lisdexamfetamine,DB01255,SLC6A3,6531,24271,phase2_3_registry_match,exact_or_named_subtype,NCT01093963;NCT01131559,PHASE3,,,,2,15.701
03247f376df5f8ae52f5,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,337,Midazolam,DB00683,GABRA1; GABRA3; GABRB1; GABRA5; GABRB3; 2561,2554; 2556; 2560; 2558; 2562; 2561,24724;33775;37844;38301;43001;45607,phase2_3_registry_match,exact_or_named_subtype,NCT01944293;NCT02351869;NCT04939649;NCT05625555,PHASE1|PHASE2;PHASE2;PHASE3,,,,4,6.442
c4e20d40be51d821b91c,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,109,Valproic Acid,DB00313,PPARD,5467,15597,phase2_3_registry_match,exact_or_named_subtype,NCT01674010;NCT02456454,PHASE2;PHASE3,,,,2,29.295
2c142db92d51c134164e,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,321,acamprosate,DB00659,GABRA1; GABRA3; GABRB1; GABRB3; GABRG1; GRIN3A,2554; 2556; 2560; 2562; 2565; 116443,24715;31272;33764;37836;38296;46642,phase2_3_registry_match,exact_or_named_subtype,NCT00330486,PHASE1|PHASE2,,,,1,6.343
39e13840726787e8fcc5,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,840,armodafinil,DB06413,SLC6A3,6531,24329,phase2_3_registry_match,exact_or_named_subtype,NCT00481195,PHASE2,,,,1,14.951
86f7de19ea4c46d149bf,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,730,bezafibrate,DB01393,PPARD,5467,15607,phase2_3_registry_match,exact_or_named_subtype,NCT02481245,PHASE2,,,,1,36.572
6649740cc722d150a31a,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,933,brexpiprazole,DB09128,DRD2; HTR2A; HTR1A; ADRA2C,1813; 3356; 3350; 152,19014;23442;29732;31204,phase2_3_registry_match,exact_or_named_subtype,NCT03257865;NCT03259555;NCT03287869;NCT04569448,PHASE3,,,,4,4.706
362e36d5dcaa3d313579,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,629,bupropion,DB01156,SLC6A2; SLC6A3,6530; 6531,24227;38967,phase2_3_registry_match,exact_or_named_subtype,NCT00593099;NCT05603104;NCT05973786,PHASE1|PHASE2;PHASE3,,,,3,9.909
56df4f342979f484e8f4,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,263,carbamazepine,DB00564,SCN8A,6334,36293,phase2_3_registry_match,exact_or_named_subtype,NCT00266630,PHASE3,,,,1,17.983
b62d007e049e4ff4d48d,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,813,cariprazine,DB06016,DRD2; HTR2A; HTR1A; DRD3,1813; 3356; 3350; 1814,17794;18892;23329;29680,phase2_3_registry_match,exact_or_named_subtype,NCT00852202;NCT01058096;NCT01058668;NCT01059539;NCT01396447;NCT02670538;NCT02670551;NCT03573297;NCT04771299;NCT04777357,PHASE2;PHASE3,,,,10,4.897
78fdf0597902a3ff069f,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,141,clozapine,DB00363,DRD2; HTR2A; CHRM2; ADRA1A; HTR1A; DRD1; HTR2C; DRD3; ADRA2C; HTR1B; DRD4; 1816; HTR3A,1813; 3356; 1129; 148; 3350; 1812; 3358; 1814; 152; 3351; 1815; 1816; 3359,5028;9926;17611;18014;19456;22688;27855;29371;31125;35530;43152;44429;46273,phase2_3_registry_match,exact_or_named_subtype,NCT00029458;NCT00036582;NCT05603104,PHASE2;PHASE3,,,,3,3.022
8ff14c4c656d425e0f70,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,233,dextromethorphan,DB00514,SLC6A2; OPRK1; CHRNA7; CHRNA2,6530; 4986; 1139; 1135,16028;22029;38854;46479,phase2_3_registry_match,exact_or_named_subtype,NCT03039842,PHASE3,,,,1,9.287
e8db96a56eb4a98b6dfe,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,641,escitalopram,DB01175,ADRA1A; SLC6A4; SLC6A2,148; 6532; 6530,30411;38986;44599,phase2_3_registry_match,exact_or_named_subtype,NCT00958633;NCT05603104;NCT05973786,PHASE3,,,,3,5.7
d7ff0eaa37bd1d54692e,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,498,felbamate,DB00949,GRIN3A; GRIN2B; 2903; GRIN1,116443; 2904; 2903; 2902,16146;20882;31278;44210,phase2_3_registry_match,exact_or_named_subtype,NCT00034229,PHASE2,,,,1,25.935
511b1dc5ee6b810cba88,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,535,gabapentin,DB00996,CACNA1C; CACNB2; GRIN2B; 2903,775; 783; 2904; 2903,844;20888;42896;44218,phase2_3_registry_match,exact_or_named_subtype,NCT03220776;NCT03334721;NCT05064319,PHASE2,,,,3,12.048
5aec404770c8a6612971,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,229,haloperidol,DB00502,DRD2; HTR2A; HTR1A; DRD1; DRD3; DRD4; 1816; GRIN2B,1813; 3356; 3350; 1812; 1814; 1815; 1816; 2904,17667;18173;19497;20860;22800;27929;29411;46293,phase2_3_registry_match,exact_or_named_subtype,NCT00097266;NCT00129220,PHASE3,,,,2,3.166
23686024ec3696717270,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,802,iloperidone,DB04946,DRD2; HTR2A; HTR1A; ADRA1A; DRD1; DRD3; ADRA2C; DRD4,1813; 3356; 3350; 148; 1812; 1814; 152; 1815,17779;18855;19615;23316;28150;29663;31194;44641,phase2_3_registry_match,exact_or_named_subtype,NCT04819776,PHASE3,,,,1,3.675
21562b8f079840e25e54,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,1056,lacosamide,DB06218,SCN8A,6334,36378,phase2_3_registry_match,exact_or_named_subtype,NCT07412132,PHASE3,,,,1,21.192
484b79677cf33480e921,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,34,lorazepam,DB00186,GABRA1; GABRA3; GABRB1; GABRA5; GABRB3; 2561; GABRG1,2554; 2556; 2560; 2558; 2562; 2561; 2565,24564;33511;37688;38203;42912;45557;46612,phase2_3_registry_match,exact_or_named_subtype,NCT00431184,PHASE2,,,,1,4.238
c25a7dc3b8aadbd6311f,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,576,melatonin,DB01065,ESR1,2099,1723,phase2_3_registry_match,exact_or_named_subtype,NCT06226025;NCT07472075,PHASE2,,,,2,6.084
8679f78f84d6897806fe,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,1061,memantine,DB01043,DRD2; HTR3A; GRIN3A; GRIN2B; 2903; GRIN1,1813; 3359; 116443; 2904; 2903; 2902,16178;19050;20934;31304;43266;44276,phase2_3_registry_match,exact_or_named_subtype,NCT01188148;NCT02630888;NCT03039842,PHASE2;PHASE2|PHASE3;PHASE3,,,,3,4.023
89524bc327993114860e,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,430,mifepristone,DB00834,NR3C1,2908,2966,phase2_3_registry_match,exact_or_named_subtype,NCT00043654,PHASE2,,,,1,9.43
0c948b722f0b90584160,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,374,modafinil,DB00745,SLC6A3,6531,24053,phase2_3_registry_match,exact_or_named_subtype,NCT07263022,PHASE3,,,,1,12.043
cf4bdbf68d7f7ec58ef2,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,357,paroxetine,DB00715,HTR2A; CHRM3; CHRM2; SLC6A4; SLC6A2,3356; 1131; 1129; 6532; 6530,21454;22927;30299;35654;38885,phase2_3_registry_match,exact_or_named_subtype,NCT00119652,PHASE3,,,,1,4.227
e557219bc73545599555,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,174,pramipexole,DB00413,DRD2; HTR2A; HTR1A; DRD1; HTR2C; DRD3; ADRA2C; HTR1B; DRD4; 1816,1813; 3356; 3350; 1812; 3358; 1814; 152; 3351; 1815; 1816,5049;9941;17639;18084;19470;22726;27889;29387;31134;46284,phase2_3_registry_match,exact_or_named_subtype,NCT00025792;NCT07664852,PHASE2;PHASE3,,,,2,3.202
93e3a4ae450b824254f3,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,163,progesterone,DB00396,ESR1; NR3C1; OPRK1; 4306,2099; 2908; 4986; 4306,1391;2786;16014;44847,phase2_3_registry_match,exact_or_named_subtype,NCT00206544,PHASE2,,,,1,4.95
7f7ee3e9e22bde8cd746,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,376,scopolamine,DB00747,CHRM3; CHRM2,1131; 1129,21487;35674,phase2_3_registry_match,exact_or_named_subtype,NCT00369915;NCT04211961,PHASE2,,,,2,4.302
36b5be2f1781ce52e9fb,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,597,sertraline,DB01104,SLC6A4,6532,30350,phase2_3_registry_match,exact_or_named_subtype,NCT00158990;NCT00276965;NCT00857584;NCT05603104;NCT05973786,PHASE3,,,,5,8.926
14c6e9937548772f04d4,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,333,tamoxifen,DB00675,ESR1,2099,1570,phase2_3_registry_match,exact_or_named_subtype,NCT00026585;NCT00206544,PHASE2,,,,2,5.838
e3f52f01a632564efb9c,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,1244,taurine,DB01956,GABRA1; GABRB1; GABRA5; GABRB3; GABRG1; GRIN2B,2554; 2560; 2558; 2562; 2565; 2904,20950;24927;34150;38445;43129;46687,phase2_3_registry_match,exact_or_named_subtype,NCT00217165,PHASE2,,,,1,6.802
4e3d6f96920ca90fc666,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,1248,tianeptine,DB09289,HTR1A; DRD3; OPRK1,3350; 1814; 4986,16118;17880;29868,phase2_3_registry_match,exact_or_named_subtype,NCT00879372,PHASE3,,,,1,7.111
959b75d8dbbbcfcc8faa,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,86,topiramate,DB00273,GABRA1; GABRA3; GABRA5; GABRB1; GABRB3; 2561; GABRG1; SCN8A; GRIA2,2554; 2556; 2558; 2560; 2562; 2561; 2565; 6334; 2891,24609;25038;33576;36258;37727;38233;42937;45572;46622,phase2_3_registry_match,exact_or_named_subtype,NCT00035230;NCT00035802;NCT00037674;NCT00237289;NCT00240721,PHASE3,,,,5,3.923
7adf2d2c4b63c8304715,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,95,venlafaxine,DB00285,SLC6A4; SLC6A2; SLC6A3,6532; 6530; 6531,23895;30129;38791,phase2_3_registry_match,exact_or_named_subtype,NCT05603104;NCT05973786,PHASE3,,,,2,8.333
7a64f88d69ab880ae2c1,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,922,vortioxetine,DB09068,HTR2A; HTR1A; HTR2C; SLC6A4; HTR1B; HTR3A,3356; 3350; 3358; 6532; 3351; 3359,5309;10109;23430;29725;30536;43248,phase2_3_registry_match,exact_or_named_subtype,NCT03598868,PHASE2,,,,1,5.173
5440c90771350b6f8414,automatic_phase2_3,psychiatric_mood,191,Bipolar Disorder,D001714,1119,zonisamide,DB00909,MAOA,4128,37319,phase2_3_registry_match,exact_or_named_subtype,NCT01566370,PHASE2,,,,1,12.717
fc1285d2ba40b4cc5b70,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,170,Alprazolam,DB00404,GABRA3; GABRB3; GABRA6,2556; 2562; 2559,24659;37773;38105,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02374567,PHASE3,,,,1,19.006
e95c8d7bc26c223941c6,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,1262,Bromazepam,DB01558,GABRA3; GABRB3; GABRA6,2556; 2562; 2559,24935;38066;38199,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02374567,PHASE3,,,,1,21.861
ef9f5ca704c3f7d6778d,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,484,Buprenorphine,DB00921,OPRM1; OPRK1,4988; 4986,16069;28893,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT00863291;NCT01071538;NCT01407575;NCT02176291;NCT02181231;NCT02263248;NCT03646058;NCT04116528,PHASE1|PHASE2;PHASE2;PHASE3,,,,8,21.851
1ac4ff9c637a360a42a6,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,1018,Dehydroepiandrosterone,DB01708,ESR1; GABRA3; GABRB3; GABRA6; 2903,2099; 2556; 2562; 2559; 2903,2121;24867;38002;38178;44264,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT00001487,PHASE2,,,,1,9.194
195f70d70dd699b196eb,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,420,Fentanyl,DB00813,OPRM1,4988,28819,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT03167905,PHASE2|PHASE3,,,,1,20.656
8563b74e9a04eed6e546,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,341,Flurazepam,DB00690,GABRB3,2562,24731,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02374567,PHASE3,,,,1,24.89
ba6cb59e988ce2e7d6ab,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,906,Levomilnacipran,DB08918,SLC6A4; SLC6A2,6532; 6530,30514;39063,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02431806;NCT02720198,PHASE3,,,,2,18.031
2597bac178c6e2063ad5,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,701,Lisdexamfetamine,DB01255,SLC6A3,6531,24269,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT01093963;NCT01131559,PHASE3,,,,2,23.574
8963064602bfaef10cfd,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,337,Midazolam,DB00683,GABRB3,2562,24722,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT00749203;NCT00768430;NCT01944293;NCT01945047;NCT02360280;NCT02374567;NCT02556606;NCT03185819;NCT03436121;NCT04939649;NCT05625555;NCT06228391;NCT06957704;NCT07227454,PHASE1|PHASE2;PHASE2;PHASE2|PHASE3;PHASE3,,,,14,20.449
7a5e8a4c610201805175,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,101,Morphine,DB00295,OPRM1; OPRK1,4988; 4986,15990;28671,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02804022;NCT04011163,PHASE2;PHASE2|PHASE3,,,,2,23.32
f197f7b9e37241ac273c,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,760,Nitrazepam,DB01595,GABRB3; GABRA6,2562; 2559,24828;38169,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02374567,PHASE3,,,,1,20.117
48046876e0f966216fd1,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,640,Phenobarbital,DB01174,2903,2903,44224,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02374567,PHASE3,,,,1,28.663
05898591b40adaeac491,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,159,SULPIRIDE,DB00391,DRD2; DRD3,1813; 1814,17624;18048,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02374567,PHASE3,,,,1,8.225
6b9b38ed9bc1b5d340a5,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,814,Sertindole,DB06144,DRD2; HTR2A; HTR2C,1813; 3356; 3358,5281;18909;23341,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02374567,PHASE3,,,,1,7.906
14414f5bfcafe71aa7e0,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,63,Temazepam,DB00231,GABRA3; GABRB3; GABRA6,2556; 2562; 2559,24580;37703;38079,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02374567,PHASE3,,,,1,19.579
a83dc13abb34676fc975,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,1263,Thioridazine,DB00679,DRD2; HTR2A; DRD1,1813; 3356; 1812,19397;23693;28265,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02374567,PHASE3,,,,1,9.919
be7dfd6c729b5269c95e,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,472,Triazolam,DB00897,GABRA3; GABRA6,2556; 2559,37898;38148,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02374567,PHASE3,,,,1,20.51
46ba2bcb2659685603a0,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,658,Zopiclone,DB01198,GABRA3,2556,37922,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02374567,PHASE3,,,,1,18.942
745a21728201ce2d7270,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,321,acamprosate,DB00659,GABRA3; GABRB3; GRIN2B; 2903,2556; 2562; 2904; 2903,20866;24713;37835;44190,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT02374567;NCT04498897,PHASE2;PHASE3,,,,2,17.956
305376c9c02b0ca7f85a,automatic_phase2_3,psychiatric_mood,162,Depressive Disorder,D003866,844,agomelatine,DB06594,HTR2A; HTR2C,3356; 3358,5300;23378,phase2_3_registry_match,broader_narrower_depressive_spectrum,NCT00411099;NCT00411242;NCT00463242;NCT00467402;NCT01488071;NCT02374567;NCT03852160,PHASE3,,,,7,10.811
